Character,Relation,Attribute,Content
Jester,,affinity_change_remove_dot_participating,Not your finest moment. Here.
Leper,,affinity_change_remove_dot_participating,We prevent suffering where we can.
Hellion,,affinity_change_remove_dot_participating,This mud cures maladies! Trust me!
Runaway,,affinity_change_remove_dot_participating,I can patch that up!
Vestal,,affinity_change_remove_dot_participating,Let the warmth suffuse you...
,,affinity_change_remove_dot_participating_dd,Return to us!
,,affinity_change_remove_dot_participating_dd,Clamber back from the precipice!
Highwayman,,affinity_change_remove_dot_participating_dd,Bite down on somethin'. This might hurt.
Man-at-arms,,affinity_change_remove_dot_participating_dd,Stay with us!
Grave Robber,,affinity_change_remove_dot_participating_dd,"I'm no physic, but let me try!"
Plague Doctor,,affinity_change_remove_dot_participating_dd,Move not an inch! I'm working!
Occultist,,affinity_change_remove_dot_participating_dd,Thought we'd lost you.
Jester,,affinity_change_remove_dot_participating_dd,"Cuttin' it close, friend."
Leper,,affinity_change_remove_dot_participating_dd,Playing dice with fortune herself.
Hellion,,affinity_change_remove_dot_participating_dd,"Is it not freeing, standing on the edge?!"
Runaway,,affinity_change_remove_dot_participating_dd,Don't scare us like that.
Vestal,,affinity_change_remove_dot_participating_dd,Even these wounds can be mended.
,,affinity_change_remove_dot_participating_wounded,No! I will not allow this!
,,affinity_change_remove_dot_participating_wounded,"The pain persists, but you'll live!"
Highwayman,,affinity_change_remove_dot_participating_wounded,That looks nasty. Here.
Man-at-arms,,affinity_change_remove_dot_participating_wounded,Mind your wounds!
Grave Robber,,affinity_change_remove_dot_participating_wounded,"Here, lest ye grow faint."
Plague Doctor,,affinity_change_remove_dot_participating_wounded,We caught this in time. Here!
Occultist,,affinity_change_remove_dot_participating_wounded,Don't let that run rampant.
Jester,,affinity_change_remove_dot_participating_wounded,Fine. From my stash.
Leper,,affinity_change_remove_dot_participating_wounded,Wise not to let this fester.
Hellion,,affinity_change_remove_dot_participating_wounded,Foul spirits! Miasma in the air!
Runaway,,affinity_change_remove_dot_participating_wounded,That could spread. Let me.
Vestal,,affinity_change_remove_dot_participating_wounded,You require aid - I provide it.
,,affinity_change_stress_heal_participating,There will be time for grief later.
,,affinity_change_stress_heal_participating,You cannot afford to dwell on this!
Highwayman,,affinity_change_stress_heal_participating,You're a sturdy sort - press on.
Man-at-arms,,affinity_change_stress_heal_participating,None doubt you.
Grave Robber,,affinity_change_stress_heal_participating,Keep your eyes on the prize.
Plague Doctor,,affinity_change_stress_heal_participating,Verdure and vigour!
Occultist,,affinity_change_stress_heal_participating,Your dismay echoes my own - but onward!
Jester,,affinity_change_stress_heal_participating,Think on it - you ain't died yet.
Leper,,affinity_change_stress_heal_participating,Much beauty remains in this world.
Hellion,,affinity_change_stress_heal_participating,I'll drag you through this myself!
Runaway,,affinity_change_stress_heal_participating,Shake it off!
Vestal,,affinity_change_stress_heal_participating,There is comfort in times of unease.
,,affinity_change_stress_heal_participating_stressed,Breathe in. Focus.
,,affinity_change_stress_heal_participating_stressed,Steel your mind. The battle is not yet over.
,,affinity_change_stress_heal_participating_stressed,All is not lost.
,,affinity_change_stress_heal_participating_stressed,We need you!
Highwayman,,affinity_change_stress_heal_participating_stressed,One foot in front of the other.
Man-at-arms,,affinity_change_stress_heal_participating_stressed,We leave none behind!
Grave Robber,,affinity_change_stress_heal_participating_stressed,A faintheart you are not.
Plague Doctor,,affinity_change_stress_heal_participating_stressed,We will cure this world.
Occultist,,affinity_change_stress_heal_participating_stressed,Move beyond fear. I know you can.
Jester,,affinity_change_stress_heal_participating_stressed,Don't count yourself out.
Leper,,affinity_change_stress_heal_participating_stressed,Trust in me if you can't trust yourself.
Hellion,,affinity_change_stress_heal_participating_stressed,Oust the fear from your heart!
Runaway,,affinity_change_stress_heal_participating_stressed,Hold on - just a little longer.
Vestal,,affinity_change_stress_heal_participating_stressed,I see the good in you.
,,affinity_change_add_buff_observing_jealous,You never aid ME!
,,affinity_change_add_buff_observing_jealous,Clearly I've no part in your plan.
Highwayman,,affinity_change_add_buff_observing_jealous,I see how it is.
Man-at-arms,,affinity_change_add_buff_observing_jealous,Tactically unwise!
Grave Robber,,affinity_change_add_buff_observing_jealous,Hmph! Suit yourself.
Plague Doctor,,affinity_change_add_buff_observing_jealous,"By my calculations, you misjudged that."
Occultist,,affinity_change_add_buff_observing_jealous,You may regret that.
Jester,,affinity_change_add_buff_observing_jealous,Am I a joke to you?
Leper,,affinity_change_add_buff_observing_jealous,Swift to aid the others...
Hellion,,affinity_change_add_buff_observing_jealous,Soft-skull!
Runaway,,affinity_change_add_buff_observing_jealous,Nobody listens to me anyway.
Vestal,,affinity_change_add_buff_observing_jealous,"Think yourself so wise, hm?"
,,affinity_change_add_guard_jealous_wounded,I see that I must get by without your help.
,,affinity_change_add_guard_jealous_wounded,You see me suffer and do nothing...!
Highwayman,,affinity_change_add_guard_jealous_wounded,No help over here?
Man-at-arms,,affinity_change_add_guard_jealous_wounded,You deploy our strength unwisely!
Grave Robber,,affinity_change_add_guard_jealous_wounded,"I will continue bleeding, I suppose."
Plague Doctor,,affinity_change_add_guard_jealous_wounded,Inefficient!
Occultist,,affinity_change_add_guard_jealous_wounded,"A fell omen, that."
Jester,,affinity_change_add_guard_jealous_wounded,Did I tick you off somehow?
Leper,,affinity_change_add_guard_jealous_wounded,*quiet grumble*
Hellion,,affinity_change_add_guard_jealous_wounded,I cannot fight if you let me die!
Runaway,,affinity_change_add_guard_jealous_wounded,Good thing I expected no help.
Vestal,,affinity_change_add_guard_jealous_wounded,I surely require it more.
,,affinity_change_add_guard_mortally_jealous,I sit on the brink - and for what?
,,affinity_change_add_guard_mortally_jealous,"If this be the end, you'll regret it."
Highwayman,,affinity_change_add_guard_mortally_jealous,"Mistake it was, counting on you."
Man-at-arms,,affinity_change_add_guard_mortally_jealous,"If we lose this day, it's at your feet!"
Grave Robber,,affinity_change_add_guard_mortally_jealous,I deserved better.
Plague Doctor,,affinity_change_add_guard_mortally_jealous,"If I bleed out, who will staunch <i>your</i> wounds?"
Occultist,,affinity_change_add_guard_mortally_jealous,So you'd sacrifice me? I see.
Jester,,affinity_change_add_guard_mortally_jealous,"I'll carry on alone, thanks."
Leper,,affinity_change_add_guard_mortally_jealous,You sentence me to death.
Hellion,,affinity_change_add_guard_mortally_jealous,Buffoon!
Runaway,,affinity_change_add_guard_mortally_jealous,What am I worth to you?!
Vestal,,affinity_change_add_guard_mortally_jealous,"If I expire, you shall rue the day."
,,affinity_change_add_token_observing_jealous,Am I of no use...?
,,affinity_change_add_token_observing_jealous,All this talk of teamwork...
,,affinity_change_add_token_observing_jealous,Forgot about me?
,,affinity_change_add_token_observing_jealous,Overlooked once again.
Highwayman,,affinity_change_add_token_observing_jealous,"Trust me so little, do you?"
Man-at-arms,,affinity_change_add_token_observing_jealous,You wouldn't know good leadership!
Grave Robber,,affinity_change_add_token_observing_jealous,I shall make do without.
Plague Doctor,,affinity_change_add_token_observing_jealous,Reckless!
Occultist,,affinity_change_add_token_observing_jealous,You fear my strength.
Jester,,affinity_change_add_token_observing_jealous,We'll see who's laughing when <i>you</i> need help!
Leper,,affinity_change_add_token_observing_jealous,The jackal stalks alone.
Hellion,,affinity_change_add_token_observing_jealous,"Jealous of me, are you?!"
Runaway,,affinity_change_add_token_observing_jealous,Fine! I don't need you!
Vestal,,affinity_change_add_token_observing_jealous,It's as though you wish me weak.
,,affinity_change_feed_jealous,You gorge yourself on food that should be MINE!
,,affinity_change_feed_jealous,Get your paws off <i>my feast!</i>
,,affinity_change_feed_jealous,That banquet is not for you!
,,affinity_change_feed_jealous,"A delectable gift from the Gods, but for ME!"
Highwayman,,affinity_change_feed_jealous,You have no idea how I've starved...
Man-at-arms,,affinity_change_feed_jealous,I require that! For my strength!
Grave Robber,,affinity_change_feed_jealous,And I thought I was a glutton.
Plague Doctor,,affinity_change_feed_jealous,I require nourishment!
Occultist,,affinity_change_feed_jealous,I have hunger beyond your ken.
Jester,,affinity_change_feed_jealous,You don't get to take this from me!
Leper,,affinity_change_feed_jealous,My constitution wanes...
Hellion,,affinity_change_feed_jealous,I'll sever your greedy hands!
Runaway,,affinity_change_feed_jealous,Don't leave me your damned scraps!
Vestal,,affinity_change_feed_jealous,"This feast is a blessing, you selfish lout!"
,,affinity_change_healing_observing_jealous,And what of <i>my</i> needs?
,,affinity_change_healing_observing_jealous,Are my wounds not enough?
Highwayman,,affinity_change_healing_observing_jealous,You think me unworthy?
Man-at-arms,,affinity_change_healing_observing_jealous,You never did respect me...
Grave Robber,,affinity_change_healing_observing_jealous,I was wise to never trust you.
Plague Doctor,,affinity_change_healing_observing_jealous,You leave your own medic to bleed!
Occultist,,affinity_change_healing_observing_jealous,"I am slow to anger, but..."
Jester,,affinity_change_healing_observing_jealous,I mistook you.
Leper,,affinity_change_healing_observing_jealous,*shakes head*
Hellion,,affinity_change_healing_observing_jealous,FORSAKEN!
Runaway,,affinity_change_healing_observing_jealous,That was your last chance!
Vestal,,affinity_change_healing_observing_jealous,You spurn me in my time of need!
,,affinity_change_healing_observing_jealous_wounded,Do you not see me bleed?!
,,affinity_change_healing_observing_jealous_wounded,How dare you!
Highwayman,,affinity_change_healing_observing_jealous_wounded,Do I look so far gone?
Man-at-arms,,affinity_change_healing_observing_jealous_wounded,I am not beyond saving!
Grave Robber,,affinity_change_healing_observing_jealous_wounded,"No help coming from you, I see."
Plague Doctor,,affinity_change_healing_observing_jealous_wounded,Your eyes must be afflicted!
Occultist,,affinity_change_healing_observing_jealous_wounded,"A traitor in our midst, perhaps."
Jester,,affinity_change_healing_observing_jealous_wounded,You'll see no aid from me either.
Leper,,affinity_change_healing_observing_jealous_wounded,Respect comes hard-earned...
Hellion,,affinity_change_healing_observing_jealous_wounded,You aid our enemies by ignoring me!
Runaway,,affinity_change_healing_observing_jealous_wounded,... I thought you were different.
Vestal,,affinity_change_healing_observing_jealous_wounded,After all I've done for you!
,,affinity_change_healing_observing_mortally_jealous,Was I not enough...?
,,affinity_change_healing_observing_mortally_jealous,Abandoned at the end...!
Highwayman,,affinity_change_healing_observing_mortally_jealous,Never trusted you.
Man-at-arms,,affinity_change_healing_observing_mortally_jealous,"Leave the old man to die, is it?"
Grave Robber,,affinity_change_healing_observing_mortally_jealous,"I'm not enough, then? So be it."
Plague Doctor,,affinity_change_healing_observing_mortally_jealous,A poor distribution of aid!
Occultist,,affinity_change_healing_observing_mortally_jealous,"Toying with our fates, I see."
Jester,,affinity_change_healing_observing_mortally_jealous,"I'll carry on bleeding, then."
Leper,,affinity_change_healing_observing_mortally_jealous,The king on his side upon the board...
Hellion,,affinity_change_healing_observing_mortally_jealous,"ROT, THEN!"
Runaway,,affinity_change_healing_observing_mortally_jealous,My gut was right about you.
Vestal,,affinity_change_healing_observing_mortally_jealous,Who will tend <i>your</i> wounds when I am gone?
,,affinity_change_move_displaced_observing_neg,Don't jostle me!
,,affinity_change_move_displaced_observing_neg,Pardon me?
Highwayman,,affinity_change_move_displaced_observing_neg,I was lining up a shot!
Man-at-arms,,affinity_change_move_displaced_observing_neg,You're out of formation!
Grave Robber,,affinity_change_move_displaced_observing_neg,You oaf! They'll spy me now!
